web-scraper-order,web-scraper-start-url,Details,superficie,addresse,prix,image_lien-src
"1705966250-323","https://www.expat-dakar.com/terrains-a-vendre?page=26","Terrain avec Titre foncier","720 m²","Thiès,
Thiès","45 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/ba26b48e5bde4be3f9afab36f3b31d7c/-/horizon-files-prod/ed/picture/qzvdj9vx/a693711e1e170d9e36f0bf44ca24748f8973b8c1.jpg"
"1705966250-324","https://www.expat-dakar.com/terrains-a-vendre?page=26","Verger à vendre","5,000 m²","Mbour,
Thiès","65 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/6e9990a7fc918ab4d7bcc3c356f070bc/-/horizon-files-prod/ed/picture/qv4e979j/c2df28504abd8d797836e4af4e3b624a2f7a97ea.jpg"
"1705966250-325","https://www.expat-dakar.com/terrains-a-vendre?page=26","Terrain à vendre cité Doudou Basse","300 m²","Sangalkam,
Dakar","50 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/121eb733b1eaa521020d343b2182713b/-/horizon-files-prod/ed/picture/qenqw4wd/cae0f75620b6be02d99d1eafd9b34fda1305ae62.jpg"
"1705966271-326","https://www.expat-dakar.com/terrains-a-vendre?page=25","Terrain À Vendre","1,000 m²","Touba,
Diourbel","550 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/17143929b9b92c447240ff2ca6c9a9e1/-/horizon-files-prod/ed/picture/q8v5dwpj/d2f650efd2d30c43777e26598b71afb8aa23406b.jpg"
"1705966271-327","https://www.expat-dakar.com/terrains-a-vendre?page=25","Terrain 611m Ngaparou","611 m²","Ngaparou,
Thiès","36 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d803a110745ee60617a9b776961a2545/-/horizon-files-prod/ed/picture/q8v5nd69/d05cc1438ce76ec0898312cabcf9e88af84af9c2.jpg"
"1705966271-328","https://www.expat-dakar.com/terrains-a-vendre?page=25","","","","",""
"1705966271-329","https://www.expat-dakar.com/terrains-a-vendre?page=25","Un Champ de 2 hectare à vendre à Thiés","20,000 m²","Thiès,
Thiès","27 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/1e6e1ffc09867d70bb0dafe043addbde/-/horizon-files-prod/ed/picture/qq47gq0j/32ef8d52a8559e8085ee5eca1f15aa1f1979c73b.jpg"
"1705966271-330","https://www.expat-dakar.com/terrains-a-vendre?page=25","VENTE D'UN TERRAIN AGRICOLE 1,5 HA A NOTO DIOBASS","15,000 m²","Thiès,
Thiès","13 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/b87388f3aa898caf659703facee67006/-/horizon-files-prod/ed/picture/qrzv7z79/7348d2c672baffaa1b403146736a6a7055a0bfa0.jpg"
"1705966271-331","https://www.expat-dakar.com/terrains-a-vendre?page=25","Terrain à vendre à Darou Salam","150 m²","Rufisque,
Dakar","18 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/01b0cff4930a13a8ddf255effc6981a4/-/horizon-files-prod/ed/picture/qwe2w4zg/23e1f612f623aabe8c35fb3da910768f86d50b8e.jpg"
"1705966271-332","https://www.expat-dakar.com/terrains-a-vendre?page=25","Terrain à vendre à Thiés","200 m²","Thiès,
Thiès","5 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/74946d845eca512093b8dd3e74303c58/-/horizon-files-prod/ed/picture/q0gwdrgw/cbdc78417e56b9586634709d363cce749952a845.jpg"
"1705966271-333","https://www.expat-dakar.com/terrains-a-vendre?page=25","Terrain de 400m2 angle Saly","400 m²","Saly,
Thiès","29 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/bbebf4286a1c3499b738729848d2a5bd/-/horizon-files-prod/ed/picture/qq47gqxw/87cc020bf53526741d6077557db8e28ca81a15e7.jpg"
"1705966271-334","https://www.expat-dakar.com/terrains-a-vendre?page=25","Terrain de 550m2 à sendou","550 m²","Sendou,
Dakar","25 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/4d4f86a26b50b38943dfaf2a54d6f477/-/horizon-files-prod/ed/picture/qzvde2dn/f24c15ee64e194f6db3524946e68da3c7c4929c9.jpg"
"1705966271-335","https://www.expat-dakar.com/terrains-a-vendre?page=25","Lot de parcelles à yenne à vendre","300 m²","Yene,
Dakar","4 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/bc0b8f0b029a2d0c9570bfddfd03baf4/-/horizon-files-prod/ed/picture/qenq2dq4/1f7ab4b236feaba6b6c194ff7eacac71902abc6d.jpg"
"1705966271-336","https://www.expat-dakar.com/terrains-a-vendre?page=25","Villa 550m2 sacre coeur à vendre","550 m²","Sacré-cœur,
Dakar","550 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/697a51cb1a9cde259b2a2911edb3b7dc/-/horizon-files-prod/ed/picture/q56xvwx0/3480dec9bc4f3a21cdc552740f9fa751e8c8e9d0.jpg"
"1705966271-337","https://www.expat-dakar.com/terrains-a-vendre?page=25","Lot de terrains à vendre","","Bambilor,
Dakar","4 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/02ebbc295cc813208d91c9c6056453c7/-/horizon-files-prod/ed/picture/qpd62p6r/45c4ba5c5d9f7965dcf9eee07df721f0703a163a.jpg"
"1705966271-338","https://www.expat-dakar.com/terrains-a-vendre?page=25","Parcelle de150m2 à vendre Ouest foire","150 m²","Ouest foire,
Dakar","60 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d15f2d3fa6a0539cccf01349b1fc51ec/-/horizon-files-prod/ed/picture/qgq9z590/de8d669e9a68591462034861b246f2b752fe1569.jpg"
"1705966289-339","https://www.expat-dakar.com/terrains-a-vendre?page=24","Terrain À Vendre","1,000 m²","Touba,
Diourbel","550 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/17143929b9b92c447240ff2ca6c9a9e1/-/horizon-files-prod/ed/picture/q8v5dwpj/d2f650efd2d30c43777e26598b71afb8aa23406b.jpg"
"1705966289-340","https://www.expat-dakar.com/terrains-a-vendre?page=24","Terrain pied dans l'eau Virage","872 m²","Virage,
Dakar","700 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a53bbf0c754848be210ea018141b85bb/-/horizon-files-prod/ed/picture/qkrg6dev/889ca5152bb9745e6b6894a0c3d9f01b726182e5.jpg"
"1705966289-341","https://www.expat-dakar.com/terrains-a-vendre?page=24","","","","",""
"1705966289-342","https://www.expat-dakar.com/terrains-a-vendre?page=24","Villa de 220m2 à démolir khar yalla","200 m²","Avenue Bourguiba,
Dakar","60 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/85b2d3ae3c192a3b36bd3334f48f67e4/-/horizon-files-prod/ed/picture/qvqvew8/09423120984ca4ae7e69edd340049282c4580181.jpg"
"1705966289-343","https://www.expat-dakar.com/terrains-a-vendre?page=24","Terrain à vendre à zac mbao","150 m²","Mbao,
Dakar","23 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/3a6455788a20679c4a76d65a749e0ac7/-/horizon-files-prod/ed/picture/q78597pg/8279eeb810bc5ff61f42b2f4aa2c1c363190285e.jpg"
"1705966289-344","https://www.expat-dakar.com/terrains-a-vendre?page=24","3 terrains à vendre vers diass","1 m²","Thiès,
Thiès","9 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/8c28857c12b4caeb6262c8fa6cde72e9/-/horizon-files-prod/ed/picture/q0gw5gxe/232fcdf10f1192f56fd52983c7056f96f8c14bb5.jpg"
"1705966289-345","https://www.expat-dakar.com/terrains-a-vendre?page=24","En face Cité APIX à 100mètre | 120m2 bien placé","120 m²","Tivaouane peulh,
Dakar","15 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/03b71e0ceba76c3de5b98259df5071ed/-/horizon-files-prod/ed/picture/qngxp089/5ba763e66721e486d7f7bef84dcbc1a69ab20e63.jpg"
"1705966289-346","https://www.expat-dakar.com/terrains-a-vendre?page=24","Angle 190m2 à Kounoune Cité des Enseignants - Délibération","190 m²","Kounoune,
Dakar","7 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/ad9514e06f8e647e86c755a1b9a95b62/-/horizon-files-prod/ed/picture/qrzv7d4x/48a39c2e585e59bc4bba57120f4d71ca77f8cdfe.jpg"
"1705966289-347","https://www.expat-dakar.com/terrains-a-vendre?page=24","Terrain à vendre à thies","200 m²","Thiès,
Thiès","6 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/6e4ea05bf8a86755674badb8f2fc7c52/-/horizon-files-prod/ed/picture/qen5gn86/f5a17363a2858836f440765d9fb43c0d7a92e364.jpg"
"1705966289-348","https://www.expat-dakar.com/terrains-a-vendre?page=24","Lots de Terrains a THIOUNE MBABARA (THIES)","225 m²","Thiès,
Thiès","250 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/bc407a5ad641bda5c8655f2be567fa0a/-/horizon-files-prod/ed/picture/qzvdz5jk/2a2387b06676bc7ea8939e73b4122e9e7e8ccd8d.jpg"
"1705966289-349","https://www.expat-dakar.com/terrains-a-vendre?page=24","Terrain TF à vendre à GRAND-MBAO","300 m²","Mbao,
Dakar","50 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/7517d0b2352878ee2166781a3ccf18e4/-/horizon-files-prod/ed/picture/qdee82v5/204916bc1f21bfd545df00468f77ebf661694070.jpg"
"1705966289-350","https://www.expat-dakar.com/terrains-a-vendre?page=24","Terrains TF à vendre à GRAND-MBAO","150 m²","Mbao,
Dakar","25 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/5d7abdf662c4309c9121e1153043a2bb/-/horizon-files-prod/ed/picture/qxjjrkrn/ad8c9d912344d41a043c5f8fa49668ce9f15fa40.jpg"
"1705966289-351","https://www.expat-dakar.com/terrains-a-vendre?page=24","Terrain Viabilisé TF individuel - tout-à-l’égout","150 m²","Mbao,
Dakar","27 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/6f8ed811d48f325299dd5c59c6020e8b/-/horizon-files-prod/ed/picture/qj4r6nnv/600e238154727838d823c8b37483e202254ecb16.jpg"
"1705966309-352","https://www.expat-dakar.com/terrains-a-vendre?page=23","Terrain à vendre à Keur Ndiaye Lô","150 m²","Keur ndiaye lô,
Dakar","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d3a8b29f419d403a316a6ec8503196a/-/horizon-files-prod/ed/picture/qngxzwxr/4903576ec5bf873b6e335a4b24b2311f39d68b5f.jpg"
"1705966309-353","https://www.expat-dakar.com/terrains-a-vendre?page=23","Terrain pied dans l'eau Virage","872 m²","Virage,
Dakar","700 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a53bbf0c754848be210ea018141b85bb/-/horizon-files-prod/ed/picture/qkrg6dev/889ca5152bb9745e6b6894a0c3d9f01b726182e5.jpg"
"1705966309-354","https://www.expat-dakar.com/terrains-a-vendre?page=23","","","","",""
"1705966309-355","https://www.expat-dakar.com/terrains-a-vendre?page=23","Terrains à vendre sur la vdn3","150 m²","Autres,
Autres","25 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/4d68ca7e4ff6e8adccbd689ae0385e76/-/horizon-files-prod/ed/picture/q8v5n05p/b78a57c5f9c61d9d3ce6691b6993f700c7725fe4.jpg"
"1705966309-356","https://www.expat-dakar.com/terrains-a-vendre?page=23","Terrain Malika plage","150 m²","Malika,
Dakar","20 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/6aecd2423dc49f3582c726feead619ab/-/horizon-files-prod/ed/picture/qgq9zwvq/0e9813220f24604ff370e8cb44852da8b6a1a9ec.jpg"
"1705966309-357","https://www.expat-dakar.com/terrains-a-vendre?page=23","Un terrain de 4700 m² à vendre","4,700 m²","Diamniadio,
Dakar","211 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/4bdb23f8555e339a8b67cd0be5dfb264/-/horizon-files-prod/ed/picture/qm5pdgzm/fc6fdbd088946171504b64e477f35017e4c968f3.jpg"
"1705966309-358","https://www.expat-dakar.com/terrains-a-vendre?page=23","Terrains Pointe Saréne","7,000 m²","Pointe Sarene,
Thiès","80 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/05db73dc961bb055e428bfa9c99aa88e/-/horizon-files-prod/ed/picture/qzvdr8e6/726eb2ad4fe38e1f431f49c1b461858d42d3cefb.jpg"
"1705966309-359","https://www.expat-dakar.com/terrains-a-vendre?page=23","Terrain d angle commerciale a la cite keur gorgui","733 m²","Cité keur gorgui,
Dakar","810 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/ad3bcb7c14ed6e78a332cce241c318a4/-/horizon-files-prod/ed/picture/qxj2255n/096afb2b14d17ce59ff4de1a08df49602a773cd1.jpg"
"1705966309-360","https://www.expat-dakar.com/terrains-a-vendre?page=23","Hectare à vendre à Mboro","10,000 m²","Mboro,
Thiès","2 750 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/083f9050f671bd8d67f1fc859322ab97/-/horizon-files-prod/ed/picture/q6x60q7j/f1ee3f5218b133af861f4bbc9ac7d7e6e9106e64.jpg"
"1705966309-361","https://www.expat-dakar.com/terrains-a-vendre?page=23","Terrain à vendre St louis","333 m²","Saint-Louis,
Saint-Louis","50 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/9e5249f49bf2c6e0bf5892688591d766/-/horizon-files-prod/ed/picture/q2jqgvnk/e83bfc0ad2271b589a34ab8f89156e9a452f678d.jpg"
"1705966309-362","https://www.expat-dakar.com/terrains-a-vendre?page=23","Titre foncier à bazarder","150 m²","Bambilor,
Dakar","7 900 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/052e16b2ede9405aeeeb289040583ebb/-/horizon-files-prod/ed/picture/qrzv5vq2/efd8f31bd6a118610a6c11c53f17c8f23a617b9f.jpg"
"1705966309-363","https://www.expat-dakar.com/terrains-a-vendre?page=23","Terrain de 205m2 angle cap de biche","205 m²","Rufisque,
Dakar","45 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/0fb8110a5d63ed3cb5540263139b3e4f/-/horizon-files-prod/ed/picture/qq47gdjw/619a381b087110c57e43a9b997fd2c2865a4c702.jpg"
"1705966309-364","https://www.expat-dakar.com/terrains-a-vendre?page=23","Des terrains de 300m2 a malicounda péage","300 m²","Mbour,
Thiès","6 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/c6271ccc15df5e173c27c8a77898b7f9/-/horizon-files-prod/ed/picture/qqvx7k7/4beef557963eafbad32cfee6a7f2959dcd445509.jpg"
"1705966334-365","https://www.expat-dakar.com/terrains-a-vendre?page=22","Terrains lotissement Cité Douanes VDN3","150 m²","Guediawaye,
Dakar","29 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/34c3d3103bd08d63e5d462465eb56a1a/-/horizon-files-prod/ed/picture/qkrgqqmp/2766d8eba7fe60c2d8bd01a90fb5df01f1eed299.jpg"
"1705966334-366","https://www.expat-dakar.com/terrains-a-vendre?page=22","Terrain 611m Ngaparou","611 m²","Ngaparou,
Thiès","36 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d803a110745ee60617a9b776961a2545/-/horizon-files-prod/ed/picture/q8v5nd69/d05cc1438ce76ec0898312cabcf9e88af84af9c2.jpg"
"1705966334-367","https://www.expat-dakar.com/terrains-a-vendre?page=22","","","","",""
"1705966334-368","https://www.expat-dakar.com/terrains-a-vendre?page=22","BARGNY CITE TITRE FONCIER GLOBALE","580 m²","Bargny,
Dakar","18 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/b3e22eef76076cb4c68865a9c1481dff/-/horizon-files-prod/ed/picture/q0gw590d/c4846bf0339cb96b064f71ca869fd258a7edbe5f.png"
"1705966334-369","https://www.expat-dakar.com/terrains-a-vendre?page=22","Terrain 100m2 à vendre à Ngaparou","1,000 m²","Ngaparou,
Thiès","62 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/b4f5a6605504bb84439fffb2c66d8226/-/horizon-files-prod/ed/picture/qngdrzzw/22e9ddefae3e9c17c56825507b0d611732ecf2d3.jpg"
"1705966334-370","https://www.expat-dakar.com/terrains-a-vendre?page=22","Terrain à vendre à Nguerigne/Sinthiane","600 m²","Nguering,
Thiès","24 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d9992240d351874d6d94342441bf918/-/horizon-files-prod/ed/picture/qpd6n97p/65a7eda3d4eefa957a5e4f65935c4bd77d56f58c.jpg"
"1705966334-371","https://www.expat-dakar.com/terrains-a-vendre?page=22","YENNE ( DIALAW)","150 m²","Bargny,
Dakar","2 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/dc5ad81b1104db6561049ed3f2b361fb/-/horizon-files-prod/ed/picture/qxj2x8qj/f57b84c9e1c43a8c78a9ee824fb4f19a344d1dfc.png"
"1705966334-372","https://www.expat-dakar.com/terrains-a-vendre?page=22","Lot de terrains à vendre à Yene","150 m²","Yene,
Dakar","6 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/bb55ce884e300326911ab4db500eec6c/-/horizon-files-prod/ed/picture/qj4r2576/eb0b8b842f3c7b48c39a4410b478e6369f62bed3.jpg"
"1705966334-373","https://www.expat-dakar.com/terrains-a-vendre?page=22","Terrain de 150m2 angle à petit mbao","150 m²","Mbao,
Dakar","22 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d743a71184b8f178f2bde6d6c745c24e/-/horizon-files-prod/ed/picture/qm5pdvj9/2e67c7868a390ef5d27bb7774fd5e54ea1529245.jpg"
"1705966334-374","https://www.expat-dakar.com/terrains-a-vendre?page=22","Terrain à vendre","507 m²","Yoff,
Dakar","1 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2ddff33ae98eef876c6745cd677db9ed/-/horizon-files-prod/ed/picture/qxj2xggv/c7773bf6910ea2c629974b299055233f55eecc47.jpg"
"1705966334-375","https://www.expat-dakar.com/terrains-a-vendre?page=22","Terrain agro avicole","30,000 m²","Mbodiene,
Thiès","2 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/8ad260f5cf47a4065d22551e9dd6f80b/-/horizon-files-prod/ed/picture/q8v5npd4/5db01e7ba965a0654758fb082303cfc0c63ace93.jpg"
"1705966334-376","https://www.expat-dakar.com/terrains-a-vendre?page=22","Terrain à vendre dans Les Îles Du Saloum","1 m²","Ndangane,
Sine saloum","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/b211ed61129fef31d5e488e6fc1fdb58/-/horizon-files-prod/ed/picture/qenq2rp2/8f03fd561202b3418f9fe795649f2e71a69a2cb7.jpg"
"1705966334-377","https://www.expat-dakar.com/terrains-a-vendre?page=22","Terrain à vendre à Thiés","225 m²","Thiès,
Thiès","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/3157e07ed832e3d668b0915fa28cea76/-/horizon-files-prod/ed/picture/q2jq5qed/debc2253f60ad5b0925ef3c6f8466738446b1860.jpg"
"1705966349-378","https://www.expat-dakar.com/terrains-a-vendre?page=21","Terrains lotissement Cité Douanes VDN3","150 m²","Guediawaye,
Dakar","29 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/34c3d3103bd08d63e5d462465eb56a1a/-/horizon-files-prod/ed/picture/qkrgqqmp/2766d8eba7fe60c2d8bd01a90fb5df01f1eed299.jpg"
"1705966349-379","https://www.expat-dakar.com/terrains-a-vendre?page=21","Terrain 611m Ngaparou","611 m²","Ngaparou,
Thiès","36 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d803a110745ee60617a9b776961a2545/-/horizon-files-prod/ed/picture/q8v5nd69/d05cc1438ce76ec0898312cabcf9e88af84af9c2.jpg"
"1705966349-380","https://www.expat-dakar.com/terrains-a-vendre?page=21","","","","",""
"1705966349-381","https://www.expat-dakar.com/terrains-a-vendre?page=21","1200m2 à vendre à Yen","1,200 m²","Rufisque,
Dakar","10 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/b592bdae84016fe28cc76d14335607af/-/horizon-files-prod/ed/picture/qxj2xz4z/a4246ebb2572e49598c5e39c1e06ca067acaabae.jpg"
"1705966349-382","https://www.expat-dakar.com/terrains-a-vendre?page=21","Terrains TF individuels à Ndiakhirate payable sur 2ans","150 m²","Ndiakhirate,
Dakar","12 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/9de85a41a901fb670862f7d0978e3ce1/-/horizon-files-prod/ed/picture/q8vz7426/018988d41e5194f360487eceb3c200c1d574065a.jpg"
"1705966349-383","https://www.expat-dakar.com/terrains-a-vendre?page=21","Terrain d'exception à keur Massar Rufisque 1","180 m²","Keur Massar,
Dakar","22 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/b46f325b15937bc3348698e22513620e/-/horizon-files-prod/ed/picture/q4487mpr/7017ea953f17ce97c961df580a75b1f22b2ae3d9.jpg"
"1705966349-384","https://www.expat-dakar.com/terrains-a-vendre?page=21","Terrain keur massar","150 m²","Keur Massar,
Dakar","6 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/6a6fd4ee0082b1a4c362daa337d67fd1/-/horizon-files-prod/ed/picture/qq47g5e7/a60daf7c92798a019c4324b504c07b96dc9f180c.jpg"
"1705966349-385","https://www.expat-dakar.com/terrains-a-vendre?page=21","Terrains de 200 m2 à vendre à thies","","Thiès,
Thiès","7 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/1ab99198e9f74a104891530511d9d8e9/-/horizon-files-prod/ed/picture/qq47w4wp/1733e09ce1648a06b450c287e399b988e041e9f1.jpg"
"1705966349-386","https://www.expat-dakar.com/terrains-a-vendre?page=21","Terrain de 150m2 angle clôturé à lac rose","150 m²","Lac rose,
Dakar","6 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/b30358889c983381fb0e252d18782305/-/horizon-files-prod/ed/picture/q55qxp2/ab7f0ab36d210726444660af2f225d9e2f12808f.jpg"
"1705966349-387","https://www.expat-dakar.com/terrains-a-vendre?page=21","terrain à Diamniadio","150 m²","Diamniadio,
Dakar","7 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/1196d646b23ebfc7e20807b4bf613bf1/-/horizon-files-prod/ed/picture/qq47gv77/dea2b874d57d1e50e175c06b7c0436253e327018.png"
"1705966349-388","https://www.expat-dakar.com/terrains-a-vendre?page=21","terrain a vendre lac rose","144 m²","Lac Rose,
Dakar","2 999 999 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/51a5de80c2d3121e28ab21d32785eaf3/-/horizon-files-prod/ed/picture/qwe2wmq5/8cb8803929ae06f9ee1d3cd988c2bb676ddc7471.jpg"
